lead_id,lead_created_date,source,product,segment,msisdn,country
LEADQY5SXAW7,2025-07-01,DIGITAL,OTHER,HIGH_VALUE,752698503,UG
LEADVOWCP779,2025-06-13,WINBACK,PHONE+INSURANCE,NEW,793885264,ZM
LEAD52ZBRD39,2025-07-20,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,762653244,UG
LEADH1XDPZF7,2025-06-15,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,751471131,UG
LEADET0DY571,2025-08-08,CROSS_SELL,INSURANCE_ONLY,HIGH_VALUE,780621827,KE
LEADXU43IEDD,2025-08-06,INBOUND,INSURANCE_ONLY,CHURN_RISK_60,799399128,ZM
LEAD8UACT49L,2025-06-24,FIELD,PHONE+INSURANCE,HIGH_VALUE,748992670,UG
LEADOTQF74RQ,2025-05-28,WINBACK,INSURANCE_ONLY,HIGH_VALUE,780727321,UG
LEADLSYJ4UWH,2025-07-30,CROSS_SELL,OTHER,NEW,739123810,KE
LEADZB5GRO9X,2025-06-12,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,721366552,UG
LEADOTKZH4OE,2025-07-04,REFERRAL,INSURANCE_ONLY,NEW,777897778,GH
LEADEZKFH00A,2025-07-27,REFERRAL,CASH_LOAN,LAPSED,797436367,UG
LEADYGCMR8ES,2025-07-08,FIELD,UPGRADE,CHURN_RISK_30,745430797,ZM
LEADIRY8XNY2,2025-05-30,CROSS_SELL,CASH_LOAN,CHURN_RISK_30,788384904,KE
LEADAEEX6IV9,2025-07-01,WINBACK,CASH_LOAN,NEW,764357181,ZM
LEADZKELZ5TO,2025-08-05,DIGITAL,UPGRADE,NEW,762653244,ZM
LEAD86GVGT2E,2025-06-10,WINBACK,PHONE+INSURANCE,NEW,717289389,KE
LEAD9SNTP8AK,2025-05-25,INBOUND,UPGRADE,NEW,769718468,KE
LEADL69VSYXB,2025-08-11,INBOUND,INSURANCE_ONLY,LAPSED,704930347,ZM
LEADMEWCJN6O,2025-07-29,WINBACK,INSURANCE_ONLY,NEW,711174172,UG
LEADWJWXZUXS,2025-05-24,REFERRAL,OTHER,CHURN_RISK_30,722017488,UG
LEADIJTYOLD6,2025-07-31,DIGITAL,PHONE+INSURANCE,NEW,736675397,KE
LEAD82ES5V3D,2025-07-02,DIGITAL,UPGRADE,CHURN_RISK_60,746828593,UG
LEADL1G3Y2T5,2025-06-05,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,754042937,KE
LEADEN0B09ZI,2025-08-07,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,781698732,UG
LEADK8SZ7IWD,2025-07-18,INBOUND,PHONE+INSURANCE,NEW,741025192,ZM
LEADFC0TR58P,2025-05-26,REFERRAL,UPGRADE,HIGH_VALUE,768274190,UG
LEADAG3APTM9,2025-07-05,DIGITAL,INSURANCE_ONLY,CHURN_RISK_30,788741286,KE
LEADQG716GNE,2025-07-31,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,747417986,KE
LEAD6IT1EKKH,2025-06-27,CROSS_SELL,INSURANCE_ONLY,LAPSED,799056135,KE
LEAD64CAQKDM,2025-07-13,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,796963395,KE
LEADSFERFXIO,2025-07-21,DIGITAL,UPGRADE,NEW,740169346,KE
LEAD4FMPM5HG,2025-08-07,CROSS_SELL,PHONE+INSURANCE,NEW,705403110,ZM
LEAD89ERRYE1,2025-07-15,FIELD,INSURANCE_ONLY,CHURN_RISK_30,753670451,UG
LEAD2EMAYB3P,2025-05-28,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,780139636,KE
LEADW0GKEJZX,2025-06-15,WINBACK,CASH_LOAN,HIGH_VALUE,757600736,ZM
LEAD9VWIEB97,2025-06-08,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,734612921,UG
LEADWIMRSXKJ,2025-08-12,WINBACK,PHONE+INSURANCE,LAPSED,737655580,GH
LEADAXLKKVPJ,2025-05-20,INBOUND,PHONE+INSURANCE,NEW,765939337,UG
LEADM30VVIJV,2025-06-26,REFERRAL,CASH_LOAN,NEW,711707969,UG
LEADZ7CTM09H,2025-06-08,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,796740040,UG
LEADQZ6CP7SA,2025-06-30,FIELD,PHONE+INSURANCE,LAPSED,780417043,GH
LEADG3RTSCPS,2025-08-11,CROSS_SELL,PHONE+INSURANCE,NEW,775497282,KE
LEADHZ52QZSK,2025-07-27,INBOUND,PHONE+INSURANCE,NEW,729573041,UG
LEADBF57J2XI,2025-06-21,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,728182016,UG
LEADCZTZOWLC,2025-06-25,INBOUND,OTHER,NEW,701396963,GH
LEADX57U0Y8J,2025-07-22,CROSS_SELL,CASH_LOAN,NEW,784051119,KE
LEADU31FI0N6,2025-06-10,CROSS_SELL,CASH_LOAN,NEW,712575001,GH
LEADXAFGOVCC,2025-06-07,WINBACK,PHONE+INSURANCE,HIGH_VALUE,732917412,ZM
LEADVNA31XBI,2025-05-16,FIELD,UPGRADE,HIGH_VALUE,711220004,UG
LEADT34DF163,2025-05-28,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,741256515,KE
LEAD3DKS4F6A,2025-05-17,CROSS_SELL,PHONE+INSURANCE,LAPSED,757329147,KE
LEAD53EGDD8M,2025-08-10,CROSS_SELL,INSURANCE_ONLY,NEW,782637421,ZM
LEADFPMGP6YW,2025-07-31,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,738521233,KE
LEAD2592FFQ2,2025-05-24,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,764214057,GH
LEADLE1MRR9V,2025-05-26,DIGITAL,CASH_LOAN,NEW,785443567,UG
LEADRTT3NUPU,2025-07-24,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,793079853,ZM
LEADNRED6M42,2025-05-17,REFERRAL,INSURANCE_ONLY,LAPSED,718703143,UG
LEADHI0EZF0Z,2025-06-15,WINBACK,CASH_LOAN,NEW,757003442,ZM
LEADFFIA3O1Q,2025-05-18,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,718805567,UG
LEAD2ZKF5B1S,2025-07-10,CROSS_SELL,INSURANCE_ONLY,CHURN_RISK_30,701458621,GH
LEADSZPF9S9E,2025-07-27,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,728435937,GH
LEADQLX3F2XH,2025-08-11,CROSS_SELL,CASH_LOAN,NEW,714549320,KE
LEADFDHA6GH7,2025-06-20,FIELD,UPGRADE,CHURN_RISK_60,732257238,UG
LEADBDL918SL,2025-05-20,FIELD,CASH_LOAN,NEW,752430988,ZM
LEADD3FVNV4K,2025-07-18,REFERRAL,UPGRADE,LAPSED,720339060,ZM
LEAD3X1F8S0X,2025-06-11,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,745823984,UG
LEAD61NHVCFW,2025-05-20,REFERRAL,CASH_LOAN,NEW,766776383,ZM
LEADDL7FKNDG,2025-07-17,CROSS_SELL,PHONE+INSURANCE,LAPSED,761839630,KE
LEAD8RNKOWYP,2025-05-30,FIELD,PHONE+INSURANCE,HIGH_VALUE,768783800,UG
LEAD59B9C2ZU,2025-06-17,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,720744991,ZM
LEADNQDQX6QD,2025-06-12,FIELD,PHONE+INSURANCE,CHURN_RISK_30,798217597,KE
LEADCMVH0EQT,2025-06-26,INBOUND,UPGRADE,LAPSED,763077976,ZM
LEAD7NPRB58Y,2025-05-22,REFERRAL,PHONE+INSURANCE,NEW,736218400,ZM
LEAD5QPH6GB6,2025-06-22,WINBACK,PHONE+INSURANCE,NEW,757516899,KE
LEADRYFZMYOA,2025-07-15,WINBACK,UPGRADE,NEW,780145249,ZM
LEADFQF5E8OS,2025-05-16,FIELD,INSURANCE_ONLY,CHURN_RISK_60,700493503,GH
LEADH9PTFNM8,2025-05-19,REFERRAL,CASH_LOAN,NEW,791218158,KE
LEAD3ER9OM3P,2025-07-18,REFERRAL,PHONE+INSURANCE,NEW,745073885,GH
LEADPKXYWZ76,2025-07-23,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,713317762,UG
LEADR17DPUBK,2025-05-28,WINBACK,UPGRADE,NEW,756457460,ZM
LEADM2Q6X2O7,2025-05-30,INBOUND,CASH_LOAN,NEW,730056261,ZM
LEADI6OAFN33,2025-08-09,REFERRAL,UPGRADE,CHURN_RISK_30,780523345,ZM
LEADWOB7P7O0,2025-06-08,CROSS_SELL,PHONE+INSURANCE,NEW,754105718,ZM
LEADEUO164FL,2025-07-18,CROSS_SELL,UPGRADE,CHURN_RISK_60,712516397,UG
LEADZ7CN0EQW,2025-08-02,WINBACK,PHONE+INSURANCE,NEW,748066234,KE
LEAD1XJ7WWUD,2025-07-02,REFERRAL,PHONE+INSURANCE,NEW,761623079,UG
LEADC46HD2OR,2025-05-26,WINBACK,PHONE+INSURANCE,NEW,783977718,UG
LEADGAGUVB99,2025-06-04,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,764949433,ZM
LEADGBASF5EH,2025-05-30,REFERRAL,CASH_LOAN,NEW,743961638,GH
LEADHDZXQ3P8,2025-07-15,INBOUND,INSURANCE_ONLY,HIGH_VALUE,725911301,GH
LEADV1L28R5P,2025-05-28,WINBACK,UPGRADE,CHURN_RISK_30,736463456,ZM
LEAD63Q68JOV,2025-07-01,CROSS_SELL,PHONE+INSURANCE,NEW,786583583,GH
LEAD2MCXN2EL,2025-07-08,INBOUND,UPGRADE,NEW,701463110,GH
LEADCKHHUZ83,2025-07-25,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,790106396,UG
LEADHBRBJEQV,2025-06-24,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,779345641,GH
LEADK4O67BXC,2025-07-13,CROSS_SELL,PHONE+INSURANCE,NEW,712766765,KE
LEADC1RBK9RX,2025-07-05,FIELD,PHONE+INSURANCE,NEW,716295769,GH
LEADDLYPGG6N,2025-06-01,FIELD,INSURANCE_ONLY,NEW,772149862,KE
LEADBKJY2NZ7,2025-05-29,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,778309763,KE
LEADQESUX9L0,2025-08-04,WINBACK,CASH_LOAN,CHURN_RISK_30,730310459,ZM
LEADX4ZCRHYQ,2025-08-07,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,751681908,UG
LEADZX4DE7NQ,2025-06-23,DIGITAL,PHONE+INSURANCE,NEW,783279154,GH
LEADL5XF50I6,2025-08-10,CROSS_SELL,UPGRADE,CHURN_RISK_30,725102710,UG
LEADDPFSSBJD,2025-07-24,FIELD,PHONE+INSURANCE,NEW,787056537,KE
LEADJVSDBIDE,2025-07-30,INBOUND,UPGRADE,NEW,704789956,UG
LEADOH3YRGHW,2025-07-04,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,794738032,ZM
LEAD4YGYFLQ8,2025-06-23,CROSS_SELL,PHONE+INSURANCE,NEW,789393218,ZM
LEADY4V8URID,2025-06-05,FIELD,INSURANCE_ONLY,CHURN_RISK_30,702334156,KE
LEAD1D2MRMTX,2025-06-02,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,734029139,UG
LEADJSXFOH9M,2025-05-29,WINBACK,OTHER,CHURN_RISK_30,704147955,ZM
LEAD7NDJWT69,2025-06-08,FIELD,PHONE+INSURANCE,NEW,770720244,KE
LEADLBSMWPQ8,2025-06-19,FIELD,UPGRADE,HIGH_VALUE,746573258,ZM
LEADF8WXKK2A,2025-08-10,DIGITAL,PHONE+INSURANCE,CHURN_RISK_30,705496631,ZM
LEADM4BE52S8,2025-07-09,REFERRAL,PHONE+INSURANCE,LAPSED,775262472,KE
LEADVCHRM3WP,2025-07-09,FIELD,UPGRADE,NEW,713171952,UG
LEAD52F1JOHK,2025-08-09,WINBACK,UPGRADE,CHURN_RISK_30,739907513,ZM
LEADEPL7ZQPP,2025-05-27,FIELD,PHONE+INSURANCE,HIGH_VALUE,755063980,ZM
LEADWKISETUK,2025-06-01,WINBACK,UPGRADE,HIGH_VALUE,752701842,KE
LEADDJ9DV3UY,2025-05-21,WINBACK,UPGRADE,HIGH_VALUE,708169131,ZM
LEADF0RIY4KL,2025-07-20,WINBACK,PHONE+INSURANCE,NEW,700865811,UG
LEAD5SIDASO7,2025-07-31,FIELD,CASH_LOAN,HIGH_VALUE,740255085,UG
LEADY4WPWG3X,2025-08-01,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,722921098,GH
LEADDVNJN2Q3,2025-08-08,REFERRAL,PHONE+INSURANCE,CHURN_RISK_60,796318095,GH
LEADXXQ6MF5Q,2025-08-05,CROSS_SELL,INSURANCE_ONLY,CHURN_RISK_30,701224073,KE
LEADSSGFXUQ4,2025-08-13,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,718795756,GH
LEAD8VGZSXJZ,2025-07-02,CROSS_SELL,UPGRADE,CHURN_RISK_30,779034390,ZM
LEAD4FDD7R19,2025-05-18,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,798334222,KE
LEAD7CJB0PNW,2025-07-07,INBOUND,CASH_LOAN,CHURN_RISK_30,703953980,ZM
LEADJPKHF33G,2025-06-09,INBOUND,CASH_LOAN,LAPSED,796225198,UG
LEADU5MY80TG,2025-07-06,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,727846793,GH
LEADPW5UESDR,2025-05-23,CROSS_SELL,PHONE+INSURANCE,LAPSED,706909395,UG
LEADZC58CU47,2025-07-03,WINBACK,UPGRADE,LAPSED,767115173,GH
LEADXBPH5CH3,2025-06-17,WINBACK,INSURANCE_ONLY,NEW,744239393,ZM
LEAD6Z1B98VW,2025-07-26,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,710817074,KE
LEADRIMR25I7,2025-05-19,DIGITAL,UPGRADE,LAPSED,703537149,KE
LEADRNNEZTEE,2025-07-24,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,782631573,KE
LEADIVI052U9,2025-06-14,INBOUND,PHONE+INSURANCE,NEW,701999650,KE
LEADKLV69EOX,2025-06-07,INBOUND,UPGRADE,CHURN_RISK_30,788126056,ZM
LEADPKNT5I6L,2025-06-12,REFERRAL,INSURANCE_ONLY,HIGH_VALUE,772668051,GH
LEADC64SKTE0,2025-06-19,INBOUND,PHONE+INSURANCE,HIGH_VALUE,719053714,ZM
LEADRBKN3DKV,2025-05-17,CROSS_SELL,PHONE+INSURANCE,NEW,739227057,KE
LEADPBKTMAV6,2025-08-07,WINBACK,CASH_LOAN,NEW,735236547,UG
LEAD2713T87K,2025-07-08,CROSS_SELL,UPGRADE,CHURN_RISK_30,771774457,ZM
LEADQ9I6KYJ9,2025-07-02,CROSS_SELL,PHONE+INSURANCE,NEW,772853994,UG
LEADJX1ALX44,2025-08-07,CROSS_SELL,UPGRADE,LAPSED,759566993,GH
LEAD4HC7JVLC,2025-08-04,DIGITAL,PHONE+INSURANCE,CHURN_RISK_30,724132872,ZM
LEADG5XIXGSP,2025-08-03,WINBACK,PHONE+INSURANCE,HIGH_VALUE,742591907,UG
LEADA44TBIDS,2025-06-16,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,715191106,GH
LEADX5FL2MOX,2025-05-24,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,763174275,ZM
LEAD6AV3S2SU,2025-06-03,CROSS_SELL,UPGRADE,HIGH_VALUE,746177977,GH
LEAD1X889U9W,2025-07-02,WINBACK,INSURANCE_ONLY,CHURN_RISK_30,798509269,UG
LEADRSPJ4KII,2025-07-31,INBOUND,OTHER,HIGH_VALUE,748582114,KE
LEADNMS6XVQP,2025-07-06,FIELD,INSURANCE_ONLY,NEW,776415823,ZM
LEADVEJKLCP9,2025-08-09,DIGITAL,PHONE+INSURANCE,NEW,777310988,ZM
LEADGP1ZQD54,2025-05-16,FIELD,PHONE+INSURANCE,LAPSED,703212026,ZM
LEADMOUZE66V,2025-07-08,WINBACK,PHONE+INSURANCE,LAPSED,782762623,ZM
LEADW0P1Z00V,2025-07-06,DIGITAL,UPGRADE,CHURN_RISK_30,768367019,ZM
LEADLG0K1IRB,2025-07-02,CROSS_SELL,INSURANCE_ONLY,CHURN_RISK_30,769481516,ZM
LEADLGF309HS,2025-07-03,INBOUND,PHONE+INSURANCE,NEW,777193691,GH
LEADRIG7JVDI,2025-06-19,INBOUND,INSURANCE_ONLY,HIGH_VALUE,737396912,GH
LEAD68T2A3AH,2025-07-30,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,776660490,KE
LEAD7E5RDEKY,2025-08-13,WINBACK,PHONE+INSURANCE,NEW,747475650,KE
LEADMQ0YCY6B,2025-07-18,DIGITAL,PHONE+INSURANCE,HIGH_VALUE,713480667,UG
LEADWIV5HHQR,2025-08-04,INBOUND,PHONE+INSURANCE,LAPSED,725112788,KE
LEADPRWZBYWW,2025-05-15,CROSS_SELL,CASH_LOAN,NEW,731503019,UG
LEAD5YRWVTKH,2025-06-13,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,738556908,GH
LEAD8XMOE545,2025-07-13,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,780672745,UG
LEADULYO3PJB,2025-05-22,CROSS_SELL,CASH_LOAN,NEW,765163430,ZM
LEADUFHW8WLV,2025-06-12,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,702673605,ZM
LEAD1TXSNHFT,2025-06-29,DIGITAL,INSURANCE_ONLY,NEW,796344237,GH
LEAD07BA7DOR,2025-07-24,REFERRAL,UPGRADE,HIGH_VALUE,721064869,UG
LEAD03NO355C,2025-06-18,WINBACK,PHONE+INSURANCE,NEW,767714140,KE
LEAD02GVLLSA,2025-05-27,REFERRAL,OTHER,CHURN_RISK_60,736782333,UG
LEADPIOKKZSN,2025-06-21,FIELD,CASH_LOAN,HIGH_VALUE,766710893,ZM
LEADUA1QRDLF,2025-06-12,REFERRAL,PHONE+INSURANCE,LAPSED,784545602,ZM
LEADIFWR0UI1,2025-07-29,WINBACK,INSURANCE_ONLY,NEW,733826068,ZM
LEADJHURR8IQ,2025-05-15,DIGITAL,OTHER,NEW,764826670,ZM
LEADZN1F0FP8,2025-07-08,CROSS_SELL,UPGRADE,CHURN_RISK_30,705242805,KE
LEADPAE9Z5JL,2025-07-24,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,749879577,UG
LEADVQHL097F,2025-07-20,REFERRAL,PHONE+INSURANCE,NEW,795976604,GH
LEADLGYTLCQF,2025-05-15,DIGITAL,PHONE+INSURANCE,NEW,747036977,KE
LEADK6P0N17U,2025-06-19,REFERRAL,PHONE+INSURANCE,HIGH_VALUE,786114007,UG
LEADJD2V1L1V,2025-06-06,WINBACK,UPGRADE,LAPSED,737210187,GH
LEADAIH7WFRA,2025-06-05,REFERRAL,UPGRADE,CHURN_RISK_30,710440451,UG
LEADK1IO1ZM4,2025-06-25,DIGITAL,INSURANCE_ONLY,LAPSED,742543251,ZM
LEAD4UR2YUPM,2025-06-02,DIGITAL,CASH_LOAN,NEW,703395111,GH
LEADW57GN79H,2025-06-11,REFERRAL,PHONE+INSURANCE,NEW,748451442,ZM
LEADSAJXXO9Z,2025-06-16,FIELD,CASH_LOAN,LAPSED,736798988,GH
LEADWRR513BB,2025-07-31,WINBACK,INSURANCE_ONLY,NEW,795738908,ZM
LEADCWCDT9GW,2025-05-30,WINBACK,INSURANCE_ONLY,LAPSED,702238007,ZM
LEADZNAXOYCG,2025-07-29,INBOUND,PHONE+INSURANCE,NEW,767313639,UG
LEADSG04AJMM,2025-08-11,REFERRAL,INSURANCE_ONLY,NEW,776258924,UG
LEAD0GV812HN,2025-06-07,FIELD,PHONE+INSURANCE,HIGH_VALUE,710908536,KE
LEADLNKKUO4J,2025-05-31,INBOUND,CASH_LOAN,NEW,726739479,UG
LEADUMXQW3B4,2025-06-29,CROSS_SELL,OTHER,CHURN_RISK_30,751765186,ZM
LEADM8T0JSHH,2025-06-10,REFERRAL,CASH_LOAN,NEW,735010146,GH
LEADVNNVBZW5,2025-07-13,CROSS_SELL,PHONE+INSURANCE,LAPSED,701060092,UG
LEADLQGA3QUP,2025-06-29,INBOUND,CASH_LOAN,CHURN_RISK_60,753597632,UG
LEADOB7I77DP,2025-08-09,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,736153018,ZM
LEAD87H91EL8,2025-07-30,WINBACK,CASH_LOAN,CHURN_RISK_30,712133101,GH
LEADAF5KCIHD,2025-07-12,CROSS_SELL,CASH_LOAN,NEW,732847443,UG
LEADDTOHRNQI,2025-06-28,INBOUND,INSURANCE_ONLY,CHURN_RISK_30,712861395,UG
LEAD30POCR0V,2025-06-20,REFERRAL,PHONE+INSURANCE,CHURN_RISK_30,729755270,GH
LEADVOCIRBKD,2025-08-01,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,751548537,KE
LEADJ8GOSD3M,2025-05-19,DIGITAL,CASH_LOAN,NEW,798337391,ZM
LEADUNQR8O1K,2025-05-31,REFERRAL,CASH_LOAN,LAPSED,734715287,GH
LEADZ48EGP15,2025-07-14,CROSS_SELL,INSURANCE_ONLY,CHURN_RISK_60,710738641,GH
LEAD30QBKERN,2025-07-19,INBOUND,PHONE+INSURANCE,NEW,780440472,UG
LEADJKPQKBE0,2025-07-23,INBOUND,PHONE+INSURANCE,NEW,771305655,KE
LEADR6MQW767,2025-08-04,REFERRAL,PHONE+INSURANCE,NEW,770270865,UG
LEADS0MWKOG0,2025-07-02,DIGITAL,INSURANCE_ONLY,CHURN_RISK_30,796850701,KE
LEADU9WT2YBU,2025-06-08,CROSS_SELL,CASH_LOAN,HIGH_VALUE,728884898,KE
LEADYV6YJOAO,2025-07-18,CROSS_SELL,CASH_LOAN,CHURN_RISK_60,717417024,GH
LEADIZHW0VQP,2025-06-12,CROSS_SELL,INSURANCE_ONLY,NEW,779890520,KE
LEADMPQ0HZYJ,2025-06-24,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_30,704330737,GH
LEADH9NKLYBW,2025-05-25,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,722378699,GH
LEAD09NTN8EO,2025-07-25,CROSS_SELL,PHONE+INSURANCE,NEW,728360899,GH
LEADO1PVLND5,2025-07-24,INBOUND,UPGRADE,CHURN_RISK_30,784976274,ZM
LEAD1K7F5OA3,2025-07-17,WINBACK,PHONE+INSURANCE,CHURN_RISK_60,762279909,ZM
LEADOWWEW9V0,2025-07-07,INBOUND,UPGRADE,CHURN_RISK_30,703064676,ZM
LEADAV2OSG6Q,2025-07-01,REFERRAL,INSURANCE_ONLY,LAPSED,797047484,KE
LEADK6HQIV92,2025-05-31,REFERRAL,UPGRADE,NEW,761928895,GH
LEADQ8ABY595,2025-06-15,FIELD,INSURANCE_ONLY,CHURN_RISK_60,709444312,UG
LEADR0KO31NZ,2025-07-10,CROSS_SELL,CASH_LOAN,NEW,768660380,KE
LEAD1EGOM62H,2025-07-28,WINBACK,UPGRADE,HIGH_VALUE,713035991,GH
LEADMYLQJJBF,2025-06-17,INBOUND,PHONE+INSURANCE,CHURN_RISK_30,770032031,UG
LEAD8FWRPK0Z,2025-06-23,DIGITAL,PHONE+INSURANCE,NEW,719666405,GH
LEADKVJZ09OW,2025-07-28,WINBACK,UPGRADE,CHURN_RISK_30,722872059,UG
LEAD5RGSG6A8,2025-07-02,INBOUND,PHONE+INSURANCE,CHURN_RISK_60,745951720,GH
LEADHRUWA032,2025-08-06,CROSS_SELL,PHONE+INSURANCE,CHURN_RISK_60,730651479,KE
LEADCTT058CU,2025-07-18,DIGITAL,PHONE+INSURANCE,LAPSED,733282231,GH
LEADYQBVTDG3,2025-06-13,REFERRAL,PHONE+INSURANCE,NEW,708545499,UG
LEAD1RD5B2CR,2025-07-28,INBOUND,UPGRADE,NEW,759310555,UG
LEADUU5E51H3,2025-06-22,FIELD,PHONE+INSURANCE,CHURN_RISK_30,782465154,ZM
LEADWLRKXJTM,2025-07-17,INBOUND,PHONE+INSURANCE,LAPSED,790978487,GH
LEADA6SRG1YD,2025-07-16,WINBACK,CASH_LOAN,NEW,759485073,UG
LEADHSLTDKVU,2025-06-13,INBOUND,PHONE+INSURANCE,NEW,720749745,KE
LEADXLSRVP0I,2025-08-01,DIGITAL,PHONE+INSURANCE,NEW,735279856,UG
LEAD3LLU1A7B,2025-06-29,DIGITAL,OTHER,HIGH_VALUE,754866566,GH
LEADHXJ3APNU,2025-08-13,INBOUND,UPGRADE,LAPSED,799189177,KE
LEADILRZQ8BX,2025-05-24,WINBACK,PHONE+INSURANCE,LAPSED,792315082,KE
LEADDXJN7DE0,2025-05-22,WINBACK,CASH_LOAN,LAPSED,743559761,ZM
LEADHDIU1JTK,2025-07-27,WINBACK,INSURANCE_ONLY,HIGH_VALUE,702932900,GH
LEAD6Q5GQQLY,2025-06-30,WINBACK,INSURANCE_ONLY,NEW,794497375,GH
LEADORBT6SAP,2025-07-08,DIGITAL,PHONE+INSURANCE,CHURN_RISK_60,704306243,ZM
LEADMCCDUEFS,2025-07-27,CROSS_SELL,CASH_LOAN,NEW,711774955,GH
LEADPJQ50XCX,2025-08-10,DIGITAL,CASH_LOAN,LAPSED,745608488,KE
LEADUA3AIPJI,2025-07-05,CROSS_SELL,CASH_LOAN,NEW,790534999,KE
LEADF1HGAV42,2025-07-27,REFERRAL,INSURANCE_ONLY,LAPSED,772487807,GH
LEADKPJ7HME6,2025-06-09,FIELD,PHONE+INSURANCE,LAPSED,759007608,UG
LEADBPH1VE8S,2025-07-02,REFERRAL,CASH_LOAN,NEW,777618586,UG
LEADM9OHDSRS,2025-07-31,DIGITAL,PHONE+INSURANCE,LAPSED,783098685,ZM
LEAD84P4K9DX,2025-06-30,REFERRAL,OTHER,HIGH_VALUE,752302797,GH
LEADFIUEFZ1C,2025-05-20,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,728162314,GH
LEADG7803G5D,2025-07-07,INBOUND,UPGRADE,LAPSED,754649480,UG
LEADL2L5B56B,2025-08-02,WINBACK,PHONE+INSURANCE,NEW,750605018,GH
LEADD9ER94TE,2025-06-12,REFERRAL,UPGRADE,LAPSED,780969675,GH
LEADLT8YDR3U,2025-05-31,REFERRAL,INSURANCE_ONLY,NEW,716889016,GH
LEADZKWIJ0KZ,2025-05-27,CROSS_SELL,UPGRADE,LAPSED,762028610,KE
LEADPXU7B6NB,2025-06-25,REFERRAL,UPGRADE,HIGH_VALUE,726561171,UG
LEADOAR4G58O,2025-06-04,INBOUND,PHONE+INSURANCE,HIGH_VALUE,728834825,UG
LEAD9GM51QD4,2025-06-27,DIGITAL,PHONE+INSURANCE,NEW,769668788,GH
LEADIQETK5LP,2025-05-27,FIELD,PHONE+INSURANCE,HIGH_VALUE,711135674,UG
LEAD4HA0MVF4,2025-06-02,CROSS_SELL,UPGRADE,HIGH_VALUE,770470377,UG
LEADFYW4I7ZT,2025-07-01,INBOUND,PHONE+INSURANCE,LAPSED,781827925,UG
LEADOSPRLZKC,2025-06-21,INBOUND,INSURANCE_ONLY,CHURN_RISK_60,795071927,ZM
LEAD1FRF899O,2025-05-22,CROSS_SELL,PHONE+INSURANCE,HIGH_VALUE,721400078,KE
LEAD8J6E07FP,2025-06-12,INBOUND,UPGRADE,CHURN_RISK_30,790226266,KE
LEADVIP3TVF5,2025-08-03,INBOUND,OTHER,CHURN_RISK_30,796637679,KE
LEADWPGZ5RKS,2025-05-29,WINBACK,UPGRADE,CHURN_RISK_30,711888060,GH
LEAD8PW5K0JJ,2025-08-12,WINBACK,PHONE+INSURANCE,CHURN_RISK_30,768158923,ZM
LEADZRVHPJ93,2025-05-27,DIGITAL,PHONE+INSURANCE,CHURN_RISK_30,765479724,KE
